EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
OpenZeka MARC - Mini Otonom Araç Yarışması,"OpenZeka MARC - Mini Otonom Araç Yarışması, Yıldız Teknik Üniversitesi ev sahipliğinde Bosch sponsorluğunda 6 Mayıs 2018 günü yapılacak.
Yapay zeka algortimalarının kullanıldığı OpenZeka MARC' a, lise ve üniversite öğrencileri ile şirketlerden oluşan 20 Takım ve 150 yarışmacı katılıyor. Bu yarışta katılımcılar 2 ay boyunca aldıkları eğitimler sonrasında geliştirdikleri algortimalarla 5 farklı kategoride trafik işaretleri ve gerçek yol şartlarının kullanıldığı görevleri yapmak için mücadele edecek.
Otonom araçlarda kullanılan derin öğrenme algortimaları ve yüksek teknoloji ürünü donanımlar ile bu yarış robotik alanında birçok yeniliği bünyesinde barındırıyor. Keyifli bir vakit geçirmek ve otonom teknolojisi hakkında bilgi almak isteyen herkesi yarışmayı izlemeye davet ediyoruz.
Yarışmacı Ligleri;


Üniversite Ligi


Lise Ligi


Otonom Sistem Geliştirici Ligi


Ligin ilk yarışı olan Şubat 2018 yarış videoları için: https://www.youtube.com/c/openzeka/videos
Yarışmayı izlemeye sadece kayıt yaptıranlar katılabilir. Koltuk sayısı sınırlıdır.
",2018-05-06T09:30:00,2018-05-06T17:00:00,Science & Technology,Turkey
18 TEHNICI FUNDAMENTALE DE PARENTING - Calarasi,"Acest seminar este pentru tine dacă:


Ești deja părinte sau urmează să devii în curând


Îți dorești să îți crești copilul într-o atmosferă pozitivă și echilibrată


Vrei să înțelegi nevoile esențiale ale copilului tău


Îți dorești să afli cele mai bune tehnici de parenting (testate și verificate de experți în ultimii 30 de ani) și care sunt practice și ușor de aplicat


Vrei să afli ce stă la baza comportamentelor copilului tău, ca să poți preîntâmpina posibile “incendii”


Îți dorești să ai un copil fericit, care să devină un adult echilibrat, pasionat de ceea ce face, care are încredere în sine, relații sănătoase și responsabilitate socială


Vrei să construiești cu el o relație armonioasă și hrănitoare


Vrei să afli care sunt principalele greșeli în parenting și cum să le eviți


Îți doresti ca experiența de părinte să fie plăcută, fără frustrare, stres și griji excesive


Îți place să înveți lucruri practice, nu doar să asculți pasiv o prelegere teoretică

",2018-05-22T09:30:00,2018-05-22T20:30:00,Family & Education,Turkey
"בלוקצ'יין, מטבעות קריפטוגרפיים ועתיד הכסף ","בלוקצ'יין, מטבעות קריפטוגרפיים ועתיד הכסף עם מארק סמרגון  
 שותף מייסד וסמנכ""ל לענייני בלוק'ציין חברת קולו
יום רביעי 09.05.18
התכנסות 18:30 ; הרצאה (כולל שאלות ותשובות) 19:00-20:30
 
כמה מילים על ההרצאה
קולו מפתחת ארנק לקהילות מקומיות שמשלב בתוכו מטבע קריפטוגרפי. בהרצאה נציג רקע אודות מטבעות קריפטוגרפיים ואיך הטכנולוגיה הזאת ומודלים כלכליים שמיושמים על גביה יכולים להשפיע על איך שנשלם בעתיד. 
כמה מילים על המרצה
מארק סמרגון, שותף מייסד וסמנכ""ל לענייני בלוקציין בחברת קולו 
 
 יש להרשם מראש על מנת להבטיח מקומך
בוגרים, סטודנטים, חברי סגל של הפקולטה להנדסה, כולל בני/בנות זוג- ללא תשלום
אורחים בתשלום סמלי בסך 40 ש""ח- לתשלום לחצו כאן
לפרטים נוספים:  tauengalumni@tauex.tau.ac.il",2018-05-09T18:30:00,2018-05-09T20:30:00,Business & Professional,Turkey
8200 Social Program - #4 Cycle Startup Showcase,"Join us for our 2018 Startup Showcase!
After five long, intense and productive months, we're delighted to invite you to our startup showcase, culminating the fourth cycle of the 8200 Social Program.
Our startups will share their cutting-edge technologies, including AI, VR and Machine Learning, in order to make our world a better place.
Each of our ten startups will give a five-minute presentation. After the presentations, you're invited to stay for lunch and networking with the entrepreneurs.

Time and Location
May 23rd, 09:00 - 13:00 (Lunch included).Bank Hapoalim Club - 11 Hanegev Street, Tel Aviv - Rubinstein Towers, Building B, 1st Floor.

Agenda
9:00-9:45 - Gathering
9:45-10:00 - Opening remarks
10:00-10:15 - 'Climbing the Social Ladder’ - An inspirational talk by Rony Zarom, Founder and Chairman of Unistream, which was awarded the Intercultural Innovation Award by the UN
10:15-11:30 - Introducing the startups selected in the 8200 Social Program
11:30-13:00 - Lunch and networking with the startups




























Looking forward to seeing you!

Best,Neta-Li Meiri8200 Social Program Managing Director


























",2018-05-23T09:00:00,2018-05-23T13:00:00,Other,Turkey
The B2B Marketing Olympics - Unlocking the Secrets of Local Markets,"USA Vs Germany Vs China Vs Japan Vs Colombia 
One of the most challenging aspects of global marketing is selecting the territories in which to market the products. It is a particularly interesting question in B2B software and other technological products, which are either digital entities, sometimes cloud-based services, requiring no physical distribution and logistics, or IT products that could be used by any business worldwide. In our gathering, we will outline a process and methodology for selecting the territories on which to focus your international marketing efforts.
 Among the most popular markets that Israeli companies increasingly target are the USA, Germany, China, Japan and lately Colombia – representing multiple continents. Which is the one your company should focus on? One of the parameters that should be considered is the local business culture of any given market – often difficult to understand, and confusing for both beginners and more experienced marketers.
Therefore, we have organized the “B2B Marketing Olympics” with powerful “delegates” – experienced experts in these 5 territories, each with a unique background – who will “represent” his territory and share his insights, secrets and tips regarding the local business culture and how to play by the local rules, with the aim of helping you determine if you are prepared to conduct business in this market and if so, how to make it successful.
 Agenda:
 9:30 - 10:00 Gathering, light breakfast and networking 
 10:00 - 10:30 How to select international marketing territories in B2B companies, Ori Ainy
10:30 - 11:00 When an American says ""it's very interesting..."" – an overview of U.S. business culture, Arona Maskil
11:00 - 11:25 Germany - your gateway to Europe, Charme Rykower
11:25 - 11:50 Sino-foreign joint ventures in China, why you need them (and why you don’t), Nicolas Frischmann
11:50 - 12:10 Break
12:10- 12:35 Adapting to the Japanese market, Sharon Dekel
12:35 – 13:00 Colombia – the only risk is wanting to stay, Clara Cohen
13:00 -13:15 Summary
(Lectures will be held in Hebrew. However, questions in English are welcome.)
About the Speakers:
Ori Ainy is the founder of Beam Global, which helps B2B software and startup companies penetrate global markets and successfully compete with global corporations. Ori advises on international marketing, sales, and Biz Dev and provides sales execution services, including recruitment of channel partners. He lectures on international marketing for the Export Institute, consults for the Foreign Trade Administration, and is a mentor and judge at MassChallenge. He holds an MBA from the Hebrew University.
Arona Maskil is a cross-cultural consultant with over 20 years of experience in culturally-related issues. She is a leading expert on U.S., Israeli and global business culture and facilitates workshops and lectures on cross-cultural understanding of cross-border working and living. Arona has spearheaded in Israel a ""Cultural Intelligence"" training model whereby she provides strategically focused training for individuals and organizations to navigate successfully in global business settings. Many of her articles have appeared in leading Israeli media.
Charme Rykower, born in 1978 in Munich, studied Political Science, History and Sociology (MA). Immigrated to Tel Aviv in 2004, worked as a marketing manager for a high tech company and since 2008 at AHK Israel, the Israeli German Chamber of Commerce and Industry. Managing BETATEC - the platform bringing together the German and Israeli startup ecosystem. Since 2017, in addition, functioning as the Tech and Cooperation Scout on behalf of NRW Invest and NRW International.
Nicolas Frischmann has been living and working in China since 1989, managing the operations of the Eisenberg Group. Nicolas has over 30 years of international business experience. He is the Founder and CEO of Anico International and provides business development advice to foreign and Chinese companies. He has an impressive track record in establishing and managing the activities of many foreign companies in China, both independently and through partnerships and Joint Ventures. Nicolas has a BA in Economics from the University of Texas and completed an Advanced Management Program at Oxford University.
Sharon Dekel is founder & CEO at ADDVALUE – a business development company that promotes international business cooperation between Israeli and Japanese companies. ADDVALUE offers its clients a wide range of services and also has a local presence in Tokyo, managed by the VP Business Development, who is a Japanese speaker and manages the daily operations of the clients with their Japanese partners. Sharon holds a B.Sc. in Nutrition Sciences from the Faculty of Agriculture of the Hebrew University and an MBA from Netanya Academic College.
Clara Cohen, founder of Savant Consulting, is a cross-cultural consultant, deal facilitator, and coach helping businesses across Latin America, Europe and Israel to connect and communicate. Clara uses her 20 years of experience and in-depth understanding of cross-cultural relations to bridge the cultural gap between Spanish and Portuguese-speaking countries, Israel, and the rest of the world. Clara puts a human touch on helping businesses bridge culture gaps, build strong partnerships and close deals. Clara holds a BA in Political Science & International Relations from the Open University and is a certified translator in Spanish, English, and Hebrew.",2018-05-09T09:30:00,2018-05-09T13:15:00,Business & Professional,Turkey
Marty Goetz & Misha LIVE in Jerusalem,"Join Marty Goetz & his daughter, Misha, for a once-in-a-lifetime LIVE recorded concert in Jerusalem. This evening will include music from both Marty and Misha, accompanied by a twenty-five piece orchestra. You will worship and enjoy, all while overlooking the city of Jerusalem at sunset. The event is FREE and something you don't want to miss! 
**This event will be filmed so please dress nicely (casual dressy attire) as there is the possibility that you will be on camera**",2018-05-28T18:30:00,2018-05-28T21:30:00,Music,Turkey
FuckUp Nights Vol. XIX,"FuckUp Nights Nedir?FuckUp Nights; başarısız olmuş girişim ve projelerin hikayelerinin paylaşıldığı, sorgulandığı, kutlama havasında geçen küresel bir harekettir. Etkinliğin felsefesi ise, hiç başlamadığınız projelerde başarısız olma olasılığınızın %100 garantili olmasında yatar. Sizi neler bekliyor?3 ""fuckuppreneur"" projelerini, neleri yanlış yaptıklarını, bu yanlışlardan neler öğrendiklerini ve şimdi olsa neyi farklı yaparlardı sorularına cevap olacak hikayelerini paylaşacak. Neden bunu yapıyoruz? Başarısızlıkların başarı hikayelerinden daha öğretici olduğuna inanıyoruz.Profesyonellerin çoğu o görkemli girişimlerini ilk denemelerinde yapmıyor.19 Nisan'da gerçekleşecek FuckUp Nights'da konuşmacıların en trajikomik batış hikayelerini dinleyecek, bira içerek de networking yapılabildiğine tanıklık edeceksiniz.Program18.30 - 19.00 Kayıt ve networking19.00 - 21:30 Konuşmacılar ve Soru CevapYerKolektif House, FuckUp Nights Istanbul'a ev sahipliği yapacak.(Levent Metro İstasyonu, Kanyon çıkışından Kolektif House'a ilerleyen yolu takip ederek ulaşabilirsiniz.)",2018-05-24T18:30:00,2018-05-24T21:30:00,Other,Turkey
BDX 2018,"Big Data eXposed features insights into software and architecture developments that will fuel action from big-data solutions.
This half-day event includes a series of presentations and panel discussions with leaders from premier data companies and is designed to put you at the forefront of innovation. Join more than 500 leading technology entrepreneurs, chief architects and executives, VPs of engineering and operations for an afternoon of focused presentations and panel discussions on how the ecosystem is leveraging data to increase efficiency and improve revenue. The following network cocktail reception promises to unleash the power of technical opportunities and entrepreneurialism spurred by the growth of big data.
See the information at http://bdx2018.exelate.com/",2018-06-04T12:00:00,2018-06-04T18:30:00,Science & Technology,Turkey
Secondary – What Is It all about?,"The popularity of secondary deals in start-up companies is rapidly growing as the Israeli tech eco-system grows and matures. Secondary deals are relevant for startup investors, entrepreneurs and employees - many of them are not knowledgeable about this topic and the variety of aspects to be considered. In this event we will give a straightforward and clear review of secondary deals - what is a secondary deal, what does it mean, who is it relevant for, how it can be beneficial and more.
",2018-05-10T09:00:00,2018-05-10T12:00:00,Business & Professional,Turkey
דילמת ההייטקיסט: לעבוד בסטארט-אפ או בחברה גדולה,"אודות האירוע
למי שעובד בהיי-טק – ההחלטה באיזה סוג חברה לעבוד משמעותית ביותר – מהרכב המשכורת ושעות העבודה, דרך סוג המשימות ואופי התפקיד, ועד למסלולי הקידום האפשריים. השאלות שצריכות להעסיק את אנשי ההיי-טק בבואם לחפש עבודה כוללות את רמות הסיכון שהם מוכנים לקחת, את שאיפות הקריירה וה-work-life balance שלהם, ומן הצד השני את אופי העובדים המבוקשים על ידי סוגי החברות השונים.
מדור TechNation של TheMarker  שמח להזמינכם לשיחה על ההבדלים בין עבודה בחברות הגדולות לבין עבודה בסטארט-אפים, ועל הסיטואציות בהן כדאי להעדיף כל אחת. אל אלירן רובין, כתב ההיי-טק של דה מרקר, יצטרפו  מנהלים בכירים בתעשייה ביניהם קרין אייבשיץ־סגל, מנהלת מרכז הפיתוח, אינטל, אסף רפפורט, מנהל מרכז הפיתוח של מייקרוסופט בישראל, אלון גמזו מנכ""לRoundforest , סיגל גיל מור סמנכ""לית משאבי אנוש בחברת SimilarWeb  לשיחה עמוקה על העדפות קריירה של עובדים, בחירת מקום עבודה מתאים,  מסלולי קידום ועוד.
לו""ז האירוע:
18:30 התכנסות
19:00 פאנל: קריירה בהיי-טק 
מנחה: אלירן רובין, כתב הייטק The Marker 
האירוע מיועד לעובדים ומנהלים בהייטק, לסטודנטים ומועמדים לעבודה בתחום, ולחברי האקוסיסטם החיפאי.
הכניסה לאירוע חינם אולם מותנית ברישום מראש. 
",2018-05-08T18:30:00,2018-05-08T20:30:00,Business & Professional,Turkey
Panama Invest & Panama Fest 2018 @ TLV,"H.E. Mr. Juan Carlos Varela Rodríguez, President of the Republic of Panama, has the pleasure to invite you to
 “Panama Invest and Panama Fest Israel 2018”
Location: The Hilton Tel Aviv Hotel, 205 Ha'Yarkon St 205, Tel Aviv.
Date: Thursday, May 17, 2018, from 7:00 p.m. to 10:30 p.m.
Business attire 


For more information: gabriel@camaraisrael.org.il ",2018-05-17T19:00:00,2018-05-17T22:30:00,Genel,Turkey
Here Next Year & Nefesh B'Nefesh End Of Year BBQ,"Staying in Israel next year? We think you deserve a huge congratulations! That's why Here Next Year and Nefesh B'Nefesh invite all gap year, midrasha and yeshiva students, as well as Sherut Leumi and IDF volunteers, who are staying in Israel next year to join us for a FREE end of year event to celebrate your decision and get you excited for next year! Enjoy a delicious BBQ, fun times with new friends, a moving speech, awesome music and a free t-shirt!You must register in order to attend!---WHO: Gap Year/Seminary and Yeshiva students, Sherut Leumi volunteers and Lone Soldiers who will be staying in Israel next year and anyone who is still deciding!WHERE: Blumfield Garden - behind the King David Hotel (make a right on Paul Emile Botta Street, right near the French embassy)WHEN: May 11th, 11:30 AMCOST: FREE",2018-05-11T11:30:00,2018-05-11T13:30:00,Genel,Turkey
The Incredible Story of Impossible Foods,"The FoodTech Israel Community invites you to
The Incredible Story of Impossible Foods
A tech talk with Eyal Briller, Director of Product at Impossible Foods
Join us at SOSA for an evening of foodtech inspiration and to hear the incredible behind-the-scences story of Impossible Foods. As one of the leading plant-based burger producers, Impossible Foods has raised $396 million to achieve its visionary mission of transforming the global food system to support the planet and grow the human population.
When: 18:00, May 15th
Where: SOSA TLV, Shocken 13 (Parking at Bar Yochai 21)



AGENDA

18:00-18:30 Networking
18:30- 18:45 Opening remarks and overview of the foodtech eco system - Carmit Oron, Executive Director, Foodtech Israel Innovation Community
18:45-19:30 ""The Incredible Story of Impossible Foods"" - Eyal Briller, Director of Product, Impossible Foods
19:30 -19:45 Q&A
19:35-20:00 Networking



ABOUT IMPOSSIBLE FOODS
Impossible Foods makes delicious meat, fish and dairy foods directly from plants. The company’s mission is to transform the global food system to support the planet and growing human population. Animal agriculture occupies nearly half of the world’s land, making it one of the greatest threats to wildlife and biodiversity, and is responsible for 15% of greenhouse gas emissions. According to the UN Food and Agriculture Organization (FAO), growing plants for livestock production consumes 25% of the world’s fresh water. As our population grows to over 9 billion by 2050, the demand for meat, fish and dairy will continue to increase.
During an 18-month sabbatical in 2009, Pat Brown decided to switch the course of his career to address the urgent problem of climate change. In particular, he wanted to make the global food system more sustainable by producing meat and dairy products from plants which have a much lower environmental footprint. Pat tried to raise awareness in Washington and in academia, but realized that he needed to create a consumer movement based on delicious and sustainable foods. He brought together a team of top scientists, chefs, farmers, and flavor experts to analyze meat at the molecular level to determine precisely why meat smells, handles, cooks and tastes the way it does. The team focused first on beef, particularly ground beef in the form of a hamburger, due to beef’s large environmental footprint and the burger’s iconic status in global food culture. The company developed a world-class archive of proprietary research and technology. The first product, the Impossible Burger, debuted in restaurants in 2016. The company plans to expand to other categories of meat and dairy products in all key markets globally.
",2018-05-15T18:00:00,2018-05-15T20:00:00,Genel,Turkey
dmexco start-up breakfast in Israel,"You are passionate about growing your startup? Then we invite you to the dmexco Start-up Breakfast on 14.5. in Tel Aviv on. At the Start-up Breakfast, you will have the opportunity to learn all about the dmexco Start-up Village and to exchange ideas with other founders and make exciting contacts. Connect with the startup community at this high-energy breakfast networking format powered by dmexco and in collaboration with Israel's Programmatic Video Advertising Conference.
dmexco is the global business and innovation platform of the digital economy. It sets the digital agenda and acts as the driver of ideas and growth for national and international business through direct business deals, valuable new contacts, inspiring insights, and the evaluation of business ideas. dmexco stands for “Pure Business”, brings together the key market participants from all over the world, and presents the most promising strategies, solutions, and trends from the field of marketing communications and technology. dmexco — the world’s leading trade fair and conference of the digital economy. 
In the dmexco Start-up Village, 200 selected start-ups have the opportunity to present themselves and thus find new customers and cooperation partners.
dmexco 2018 will be held in Cologne on September 12 and 13, 2018
The breakfast is held as part of Israel's annual programmatic conference May 15th - Join here.















",2018-05-14T08:00:00,2018-05-14T12:00:00,Business & Professional,Turkey
Women.Digital Meetup: Artificial Intelligence In Digital Marketing,"Women.Digital 9 Mayıs’ta “Artificial Intelligence In Digital Marketing” etkinliğiyle Microsoft Türkiye ofisinde!
Pazarlama teknolojileri baş döndürücü bir hızda gelişmeye devam ediyor. Günümüz tüketicilerine etkin bir şekilde ulaşmanın ve verimli deneyimler yaşatmanın yolu ise müşterilere dokunulan anları yeni fırsatlara çevirmekten geçiyor. Bu hedeflerle yapılan pazarlama çalışmaları artık yapay zeka ve akıllı yazılımlar çerçevesinde gelişiyor.
Women.Digital olarak dijital pazarlamanın gidişatını da önemli ölçüde etkileyen bu konuları profesyonellerinden dinlemek için bu ayki etkinliğimizde Microsoft Türkiye’ye konuk oluyoruz. “Artificial Intelligence In Digital Marketing” başlığı altında gerçekleşecek etkinlikte dijital pazarlama odağında ""Yapay Zeka"" kavramını konuşacağız.
 
Etkinlik programı:
18:30 – 19:00
Kayıt & Networking
19:00 – 19:30
Gökben Utkun ErgüçPartner GTM Strategy Lead – Data & AI, Microsoft Middle East & AfricaDijital Pazarlamada Yapay Zeka ile Yeni Fırsatlar
19:30 – 20:00
Sevil ÖzkanSales & Marketing Director at ODC Business SolutionsPazarlamada “An”ların Dönemi – Neden “Şimdi”, “Şu Anda”? 
20:00 – 20:30
Fulya ÖrünData Team Leader, BunsarGiyim Perakendesine Özel Bir Yapay Zeka Çözümü: Bunsar Görsel Ürün Arama ve Öneri Motoru 
 
Dijital pazarlama sektöründe çalışıyor veya yapay zekaya ilgi duyuyorsanız, konuyu uzmanlarından dinlemek için bu fırsatı kaçırmayın. Sınırlı sayıda kontenjana sahip olan etkinliğe ücretsiz kayıt olabilirsiniz.
--------
Önemli:

Her katılımcı 1 adet bilet alabilir. Etkinlik girişinde bilet gösterilmesi zorunludur, kapıda kayıt yoktur.
Kontenjan sınırı olduğu için aramızda olamayacaksanız lütfen biletinizi iptal ediniz ya da bizimle iletişime geçiniz. Anlayışınız için teşekkürler :)
The meetup is in Turkish only.
",2018-05-09T18:30:00,2018-05-09T20:30:00,Business & Professional,Turkey
Elevating Your Career Path in the Start Up Nation,"with our Tel Aviv Employment (TEN) partners at Gvahim, Nefesh B Nefesh, Telfed and AACI, with the support of the Misrad Ha Klita, are excited to invite you to this special career Talk with Elevation Academy.
 
Together we would like to present  you new career options in the Start up nation as follows:
19:00 – Introduction (us)
19:10-19:30 CEO Elevation Academy Avi Snir: ""New Career Options in the Start-up Nation"" – Talk plus Q/A
 
19:40-20:40 : Breakout sessions in 3 different rooms to gain insights into Careers into:
1. Web Development  
2. Digital Marketing 
3. Data Analysis 
 
Speakers:
Omer Lavi - will be speaking about web development 
Omer is a Senior Full Stack Developer with more than 11 years experience. Worked in various tech companies and startups such as Guru4rent, ExcelPro, Pigment Creative, and Invertex in development and technical leadership positions. Passionate about Coding, UX, and Cooking ",2018-05-07T19:00:00,2018-05-07T21:30:00,Business & Professional,Turkey
